"response_id","customer_id","date_key","year_month","nps_score","nps_category","nps_value","reason","feature_request","plan_tier","country","acquisition_channel","submitted_at"
"d9a9ff66-4ea","7e7b149c-bd29-45b2-a23a-3a53a0104379",20240901,"2024-09",9,"Promoter",1,"Super easy to use","Mobile app improvements","business","DE","google_ads","2024-09-01 11:36:13+01"
"6b16da67-ff5","7e7b149c-bd29-45b2-a23a-3a53a0104379",20241201,"2024-12",10,"Promoter",1,"Great value","Mobile app improvements","business","DE","google_ads","2024-12-01 09:35:02+01"
"8e8eb559-9a4","7e7b149c-bd29-45b2-a23a-3a53a0104379",20250301,"2025-03",9,"Promoter",1,"Saves me hours every week","Bulk actions","business","DE","google_ads","2025-03-01 09:52:56+01"
"43aa4a6e-527","7e7b149c-bd29-45b2-a23a-3a53a0104379",20250601,"2025-06",7,"Passive",0,"Good but missing a few features","More integrations","business","DE","google_ads","2025-06-01 09:43:06+01"
"7b701d32-be1","8aa5a2dd-4f81-4119-bf02-0ceaede47795",20240902,"2024-09",0,"Detractor",-1,"Too expensive for what it offers","API docs","starter","KE","google_ads","2024-09-02 00:26:16+01"
"7c7b4ada-32c","8aa5a2dd-4f81-4119-bf02-0ceaede47795",20241201,"2024-12",6,"Detractor",-1,"Missing integrations I need","API docs","starter","KE","google_ads","2024-12-01 09:49:04+01"
"15c77c8c-bdd","8aa5a2dd-4f81-4119-bf02-0ceaede47795",20250301,"2025-03",8,"Passive",0,"Good but missing a few features","","starter","KE","google_ads","2025-03-01 02:24:02+01"
"410b68e5-3d3","8aa5a2dd-4f81-4119-bf02-0ceaede47795",20250601,"2025-06",0,"Detractor",-1,"Keeps crashing on mobile","","starter","KE","google_ads","2025-06-01 03:42:07+01"
"1915c58b-6ef","4c1fdd59-a4dc-41cf-9468-026348e8e1b4",20240301,"2024-03",10,"Promoter",1,"Love the kanban board","More integrations","business","CA","organic_search","2024-03-01 08:39:01+01"
"65b99eb5-27d","4c1fdd59-a4dc-41cf-9468-026348e8e1b4",20240601,"2024-06",7,"Passive",0,"Some bugs occasionally","Better reporting","business","CA","organic_search","2024-06-01 16:07:35+01"
"baf2a278-d8f","4c1fdd59-a4dc-41cf-9468-026348e8e1b4",20240901,"2024-09",10,"Promoter",1,"Great value","Bulk actions","business","CA","organic_search","2024-09-01 15:22:16+01"
"b41c847b-8eb","4c1fdd59-a4dc-41cf-9468-026348e8e1b4",20241201,"2024-12",10,"Promoter",1,"Great value","","business","CA","organic_search","2024-12-01 13:12:46+01"
"8853ae73-bb1","4c1fdd59-a4dc-41cf-9468-026348e8e1b4",20250301,"2025-03",5,"Detractor",-1,"Too expensive for what it offers","Better reporting","business","CA","organic_search","2025-03-01 20:49:07+01"
"5253996b-80f","4c1fdd59-a4dc-41cf-9468-026348e8e1b4",20250601,"2025-06",8,"Passive",0,"Some bugs occasionally","Better reporting","business","CA","organic_search","2025-06-01 17:53:27+01"
"93538442-19b","d86a6b16-8b56-4eb8-b5d8-03aa8e8b6294",20250301,"2025-03",10,"Promoter",1,"Saves me hours every week","","starter","US","organic_search","2025-03-01 05:22:36+01"
"d57af3b9-2e9","d86a6b16-8b56-4eb8-b5d8-03aa8e8b6294",20250601,"2025-06",4,"Detractor",-1,"Keeps crashing on mobile","Bulk actions","starter","US","organic_search","2025-06-01 01:10:54+01"
"31a145e7-2cb","266bebb9-00eb-4a9c-ba38-5c5e9ff71e48",20240301,"2024-03",10,"Promoter",1,"Super easy to use","","business","US","google_ads","2024-03-01 13:45:45+01"
"a50cb99f-795","266bebb9-00eb-4a9c-ba38-5c5e9ff71e48",20240601,"2024-06",8,"Passive",0,"Good but missing a few features","Mobile app improvements","business","US","google_ads","2024-06-01 09:42:29+01"
"dab048a7-35e","266bebb9-00eb-4a9c-ba38-5c5e9ff71e48",20240901,"2024-09",10,"Promoter",1,"Super easy to use","","business","US","google_ads","2024-09-01 15:35:49+01"
"f5f195c0-865","266bebb9-00eb-4a9c-ba38-5c5e9ff71e48",20241201,"2024-12",10,"Promoter",1,"Love the kanban board","Mobile app improvements","business","US","google_ads","2024-12-01 04:36:59+01"
"bf7dea89-1ac","266bebb9-00eb-4a9c-ba38-5c5e9ff71e48",20250301,"2025-03",8,"Passive",0,"Decent price","More integrations","business","US","google_ads","2025-03-01 15:37:57+01"
"d6392f03-e9f","266bebb9-00eb-4a9c-ba38-5c5e9ff71e48",20250601,"2025-06",9,"Promoter",1,"Saves me hours every week","More integrations","business","US","google_ads","2025-06-01 18:50:10+01"
"f3a22d1b-4bb","0c683c27-70b3-4bff-b632-ce4eb0e552e2",20240602,"2024-06",10,"Promoter",1,"Saves me hours every week","Better reporting","starter","US","organic_search","2024-06-02 00:03:19+01"
"94f8f751-0b7","0c683c27-70b3-4bff-b632-ce4eb0e552e2",20240901,"2024-09",10,"Promoter",1,"Super easy to use","Bulk actions","starter","US","organic_search","2024-09-01 17:18:56+01"
"c14d6cda-f54","0c683c27-70b3-4bff-b632-ce4eb0e552e2",20241201,"2024-12",9,"Promoter",1,"Great value","Bulk actions","starter","US","organic_search","2024-12-01 21:39:38+01"
"50955942-020","0c683c27-70b3-4bff-b632-ce4eb0e552e2",20250301,"2025-03",9,"Promoter",1,"Clean UI, nothing bloated","More integrations","starter","US","organic_search","2025-03-01 11:18:13+01"
"197df674-af7","0c683c27-70b3-4bff-b632-ce4eb0e552e2",20250601,"2025-06",3,"Detractor",-1,"Missing integrations I need","Bulk actions","starter","US","organic_search","2025-06-01 02:22:59+01"
"920d99d7-c9e","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20240301,"2024-03",8,"Passive",0,"Good but missing a few features","","pro","DE","referral","2024-03-01 21:58:58+01"
"edf9e1e9-1b6","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20240601,"2024-06",0,"Detractor",-1,"Confusing onboarding","API docs","pro","DE","referral","2024-06-01 14:42:36+01"
"a2e45e45-561","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20240901,"2024-09",8,"Passive",0,"Some bugs occasionally","API docs","pro","DE","referral","2024-09-01 12:44:54+01"
"12f186f9-132","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20241201,"2024-12",9,"Promoter",1,"Clean UI, nothing bloated","Better reporting","pro","DE","referral","2024-12-01 23:34:22+01"
"d36aedd7-e8c","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20250301,"2025-03",8,"Passive",0,"Some bugs occasionally","Mobile app improvements","pro","DE","referral","2025-03-01 22:12:07+01"
"9ca68e08-8b5","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20250601,"2025-06",10,"Promoter",1,"Great value","More integrations","pro","DE","referral","2025-06-01 01:53:55+01"
"ef229313-ca2","2d50beb5-90d8-476a-9038-15ca2a70e911",20240901,"2024-09",7,"Passive",0,"Decent price","","starter","NG","linkedin_ads","2024-09-01 10:28:34+01"
"b2f00a60-428","2d50beb5-90d8-476a-9038-15ca2a70e911",20241201,"2024-12",10,"Promoter",1,"Great value","Better reporting","starter","NG","linkedin_ads","2024-12-01 21:12:01+01"
"30687d96-370","2d50beb5-90d8-476a-9038-15ca2a70e911",20250301,"2025-03",8,"Passive",0,"Good but missing a few features","API docs","starter","NG","linkedin_ads","2025-03-01 04:45:58+01"
"7f3d7ed9-b11","2d50beb5-90d8-476a-9038-15ca2a70e911",20250601,"2025-06",10,"Promoter",1,"Great value","Bulk actions","starter","NG","linkedin_ads","2025-06-01 19:45:55+01"
"bb50fcaa-c31","c2e845bd-6b99-4b40-924c-76d1d7acecd5",20240301,"2024-03",8,"Passive",0,"Some bugs occasionally","Mobile app improvements","pro","GB","organic_search","2024-03-01 14:03:33+01"
"9b07d3a0-3e5","c2e845bd-6b99-4b40-924c-76d1d7acecd5",20240601,"2024-06",8,"Passive",0,"Good but missing a few features","Better reporting","pro","GB","organic_search","2024-06-01 05:22:23+01"
"354696a8-f95","c2e845bd-6b99-4b40-924c-76d1d7acecd5",20240901,"2024-09",10,"Promoter",1,"Love the kanban board","Bulk actions","pro","GB","organic_search","2024-09-01 13:31:58+01"
"60aadbe2-c32","c2e845bd-6b99-4b40-924c-76d1d7acecd5",20241201,"2024-12",9,"Promoter",1,"Saves me hours every week","Bulk actions","pro","GB","organic_search","2024-12-01 03:28:37+01"
"2ddf83f5-f24","c2e845bd-6b99-4b40-924c-76d1d7acecd5",20250301,"2025-03",5,"Detractor",-1,"Confusing onboarding","","pro","GB","organic_search","2025-03-01 19:55:02+01"
"a219f376-9b8","c2e845bd-6b99-4b40-924c-76d1d7acecd5",20250601,"2025-06",6,"Detractor",-1,"Confusing onboarding","Bulk actions","pro","GB","organic_search","2025-06-01 12:43:12+01"
"11923f96-78c","04f81ab4-8ef2-48d4-8640-359b2b519888",20240901,"2024-09",9,"Promoter",1,"Great value","More integrations","pro","NG","product_hunt","2024-09-01 20:59:52+01"
"69e49142-e74","04f81ab4-8ef2-48d4-8640-359b2b519888",20241201,"2024-12",8,"Passive",0,"Decent price","Mobile app improvements","pro","NG","product_hunt","2024-12-01 03:12:37+01"
"d5fafd6b-600","04f81ab4-8ef2-48d4-8640-359b2b519888",20250301,"2025-03",9,"Promoter",1,"Best tool for my team","API docs","pro","NG","product_hunt","2025-03-01 07:15:07+01"
"aa0eb948-207","04f81ab4-8ef2-48d4-8640-359b2b519888",20250601,"2025-06",9,"Promoter",1,"Super easy to use","","pro","NG","product_hunt","2025-06-01 16:10:57+01"
"3c1e5254-b57","9eaa07c9-db36-4f7b-8011-d5baf9805c92",20250301,"2025-03",10,"Promoter",1,"Best tool for my team","API docs","pro","US","google_ads","2025-03-01 17:24:31+01"
"2ed890fd-57b","9eaa07c9-db36-4f7b-8011-d5baf9805c92",20250602,"2025-06",9,"Promoter",1,"Clean UI, nothing bloated","Bulk actions","pro","US","google_ads","2025-06-02 00:39:41+01"
"744a0f0a-194","524a93b9-a1c5-4aa4-8d15-8bc3d97a2d82",20250301,"2025-03",7,"Passive",0,"Works well enough","More integrations","business","DE","organic_search","2025-03-01 22:26:12+01"
"09ac82da-941","524a93b9-a1c5-4aa4-8d15-8bc3d97a2d82",20250601,"2025-06",7,"Passive",0,"Some bugs occasionally","Bulk actions","business","DE","organic_search","2025-06-01 13:45:06+01"
"e22be2af-fc7","4f5353e5-23b0-4127-9833-c12f2bbc8f79",20240301,"2024-03",10,"Promoter",1,"Best tool for my team","Bulk actions","business","NG","google_ads","2024-03-01 16:45:26+01"
"7e8003cf-a97","4f5353e5-23b0-4127-9833-c12f2bbc8f79",20240601,"2024-06",8,"Passive",0,"Some bugs occasionally","Bulk actions","business","NG","google_ads","2024-06-01 11:23:08+01"
"be522ca3-eb7","4f5353e5-23b0-4127-9833-c12f2bbc8f79",20240901,"2024-09",10,"Promoter",1,"Great value","Better reporting","business","NG","google_ads","2024-09-01 13:01:39+01"
"7731ce78-2b2","4f5353e5-23b0-4127-9833-c12f2bbc8f79",20241201,"2024-12",9,"Promoter",1,"Great value","Mobile app improvements","business","NG","google_ads","2024-12-01 18:06:31+01"
"2af944aa-005","4f5353e5-23b0-4127-9833-c12f2bbc8f79",20250301,"2025-03",3,"Detractor",-1,"Confusing onboarding","","business","NG","google_ads","2025-03-01 16:47:50+01"
"43400fed-1c2","4f5353e5-23b0-4127-9833-c12f2bbc8f79",20250601,"2025-06",7,"Passive",0,"Works well enough","API docs","business","NG","google_ads","2025-06-01 11:34:02+01"
"80981fdb-7e5","a0114f31-30e5-458b-850a-b31f54477a01",20240901,"2024-09",8,"Passive",0,"Some bugs occasionally","Mobile app improvements","pro","ZA","linkedin_ads","2024-09-01 12:04:44+01"
"d6929821-c39","a0114f31-30e5-458b-850a-b31f54477a01",20241201,"2024-12",8,"Passive",0,"Works well enough","Better reporting","pro","ZA","linkedin_ads","2024-12-01 12:03:38+01"
"5df0ad7a-d2d","a0114f31-30e5-458b-850a-b31f54477a01",20250301,"2025-03",10,"Promoter",1,"Saves me hours every week","More integrations","pro","ZA","linkedin_ads","2025-03-01 23:47:09+01"
"e5cf3326-69d","a0114f31-30e5-458b-850a-b31f54477a01",20250601,"2025-06",5,"Detractor",-1,"Missing integrations I need","Mobile app improvements","pro","ZA","linkedin_ads","2025-06-01 05:34:20+01"
"81a6afd8-9d5","37d79ac2-3d98-433f-bfc5-552ae3d756f8",20240601,"2024-06",10,"Promoter",1,"Great value","","starter","CA","google_ads","2024-06-01 23:36:43+01"
"ce0f6e20-027","37d79ac2-3d98-433f-bfc5-552ae3d756f8",20240901,"2024-09",10,"Promoter",1,"Love the kanban board","Mobile app improvements","starter","CA","google_ads","2024-09-01 18:42:40+01"
"26504951-080","37d79ac2-3d98-433f-bfc5-552ae3d756f8",20241201,"2024-12",7,"Passive",0,"Works well enough","Better reporting","starter","CA","google_ads","2024-12-01 19:02:15+01"
"18b2d0bf-183","37d79ac2-3d98-433f-bfc5-552ae3d756f8",20250301,"2025-03",8,"Passive",0,"Some bugs occasionally","Bulk actions","starter","CA","google_ads","2025-03-01 07:55:27+01"
"eae3fcff-7e4","37d79ac2-3d98-433f-bfc5-552ae3d756f8",20250601,"2025-06",8,"Passive",0,"Decent price","Bulk actions","starter","CA","google_ads","2025-06-01 22:15:55+01"
"40123088-992","842a9fa5-2ead-44dc-a1a3-2f440930b456",20250301,"2025-03",9,"Promoter",1,"Great value","Better reporting","pro","NG","organic_search","2025-03-01 16:13:39+01"
"3facea00-c80","842a9fa5-2ead-44dc-a1a3-2f440930b456",20250601,"2025-06",9,"Promoter",1,"Super easy to use","","pro","NG","organic_search","2025-06-01 07:55:24+01"
"998c72b4-0b9","ed61985f-ac7d-40ea-9081-806860857e95",20241201,"2024-12",9,"Promoter",1,"Love the kanban board","More integrations","pro","KE","google_ads","2024-12-01 17:31:45+01"
"99256816-4f5","ed61985f-ac7d-40ea-9081-806860857e95",20250301,"2025-03",9,"Promoter",1,"Saves me hours every week","","pro","KE","google_ads","2025-03-01 15:02:00+01"
"3de5e2b6-fe0","ed61985f-ac7d-40ea-9081-806860857e95",20250601,"2025-06",9,"Promoter",1,"Love the kanban board","Mobile app improvements","pro","KE","google_ads","2025-06-01 14:11:06+01"
"1fba536b-cdf","05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242",20240901,"2024-09",5,"Detractor",-1,"Confusing onboarding","","business","ZA","google_ads","2024-09-01 18:50:25+01"
"965b3962-e2b","05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242",20241201,"2024-12",6,"Detractor",-1,"Support was slow","Bulk actions","business","ZA","google_ads","2024-12-01 03:41:16+01"
"5c4fc699-15e","05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242",20250301,"2025-03",6,"Detractor",-1,"Too expensive for what it offers","API docs","business","ZA","google_ads","2025-03-01 22:00:17+01"
"0363f7e0-850","05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242",20250601,"2025-06",6,"Detractor",-1,"Keeps crashing on mobile","","business","ZA","google_ads","2025-06-01 10:36:59+01"
"e8ec8dab-5f2","c351fd3c-9c2f-4019-acc4-5136605f8e7d",20250301,"2025-03",10,"Promoter",1,"Clean UI, nothing bloated","","pro","ZA","organic_search","2025-03-01 12:33:46+01"
"5f454f18-892","c351fd3c-9c2f-4019-acc4-5136605f8e7d",20250601,"2025-06",9,"Promoter",1,"Best tool for my team","API docs","pro","ZA","organic_search","2025-06-01 19:00:52+01"
"d82e5e25-403","5dbbe00d-adde-4aab-aa31-aab47eb27217",20240601,"2024-06",9,"Promoter",1,"Best tool for my team","Mobile app improvements","pro","DE","referral","2024-06-01 06:01:02+01"
"e464c357-5ad","5dbbe00d-adde-4aab-aa31-aab47eb27217",20240901,"2024-09",10,"Promoter",1,"Super easy to use","API docs","pro","DE","referral","2024-09-01 22:09:29+01"
"daf4ae14-7fd","5dbbe00d-adde-4aab-aa31-aab47eb27217",20241201,"2024-12",10,"Promoter",1,"Best tool for my team","More integrations","pro","DE","referral","2024-12-01 05:03:24+01"
"73aeb7de-3d6","5dbbe00d-adde-4aab-aa31-aab47eb27217",20250301,"2025-03",7,"Passive",0,"Good but missing a few features","More integrations","pro","DE","referral","2025-03-01 10:38:15+01"
"98f7d562-be7","5dbbe00d-adde-4aab-aa31-aab47eb27217",20250601,"2025-06",9,"Promoter",1,"Saves me hours every week","","pro","DE","referral","2025-06-01 07:26:04+01"
"8acbcca3-97f","773cfcd0-7c3a-46e3-9902-6e9fdf072942",20240901,"2024-09",8,"Passive",0,"Some bugs occasionally","Mobile app improvements","starter","GB","product_hunt","2024-09-01 08:39:12+01"
"5a14378e-4d2","773cfcd0-7c3a-46e3-9902-6e9fdf072942",20241201,"2024-12",8,"Passive",0,"Works well enough","Mobile app improvements","starter","GB","product_hunt","2024-12-01 10:17:13+01"
"b9a13ef9-4f9","773cfcd0-7c3a-46e3-9902-6e9fdf072942",20250301,"2025-03",8,"Passive",0,"Some bugs occasionally","Bulk actions","starter","GB","product_hunt","2025-03-01 03:17:16+01"
"a7a7fa62-1ef","773cfcd0-7c3a-46e3-9902-6e9fdf072942",20250601,"2025-06",8,"Passive",0,"Good but missing a few features","Better reporting","starter","GB","product_hunt","2025-06-01 07:04:31+01"
"6a833c03-c97","86cb203f-2d38-4cfe-8645-5ec8d79593bc",20240601,"2024-06",10,"Promoter",1,"Clean UI, nothing bloated","More integrations","starter","NG","referral","2024-06-01 18:39:20+01"
"1d38fafe-6c8","86cb203f-2d38-4cfe-8645-5ec8d79593bc",20240901,"2024-09",10,"Promoter",1,"Saves me hours every week","API docs","starter","NG","referral","2024-09-01 13:23:22+01"
"446e8bff-e3d","86cb203f-2d38-4cfe-8645-5ec8d79593bc",20241201,"2024-12",5,"Detractor",-1,"Confusing onboarding","Bulk actions","starter","NG","referral","2024-12-01 13:59:03+01"
"a793b5f3-324","86cb203f-2d38-4cfe-8645-5ec8d79593bc",20250301,"2025-03",10,"Promoter",1,"Clean UI, nothing bloated","Bulk actions","starter","NG","referral","2025-03-01 06:06:32+01"
"c2dd2683-e77","86cb203f-2d38-4cfe-8645-5ec8d79593bc",20250601,"2025-06",10,"Promoter",1,"Great value","More integrations","starter","NG","referral","2025-06-01 02:33:18+01"
"4a9685f5-acb","b6225f09-6ccc-453f-b215-3fa5fed36e78",20240901,"2024-09",8,"Passive",0,"Decent price","","pro","CA","google_ads","2024-09-01 22:43:28+01"
"7424ea63-e3b","b6225f09-6ccc-453f-b215-3fa5fed36e78",20241201,"2024-12",9,"Promoter",1,"Love the kanban board","API docs","pro","CA","google_ads","2024-12-01 17:39:40+01"
"633a6fea-77c","b6225f09-6ccc-453f-b215-3fa5fed36e78",20250301,"2025-03",10,"Promoter",1,"Super easy to use","More integrations","pro","CA","google_ads","2025-03-01 19:31:59+01"
"2553c82b-51c","b6225f09-6ccc-453f-b215-3fa5fed36e78",20250601,"2025-06",9,"Promoter",1,"Best tool for my team","More integrations","pro","CA","google_ads","2025-06-01 08:40:17+01"
"543168be-9d2","021dc990-5938-4cce-aa51-469773a5907d",20241201,"2024-12",7,"Passive",0,"Some bugs occasionally","","business","KE","google_ads","2024-12-01 09:22:25+01"
"16c48ad1-f55","021dc990-5938-4cce-aa51-469773a5907d",20250301,"2025-03",9,"Promoter",1,"Love the kanban board","Mobile app improvements","business","KE","google_ads","2025-03-01 13:12:54+01"
"40311959-0a5","021dc990-5938-4cce-aa51-469773a5907d",20250601,"2025-06",8,"Passive",0,"Some bugs occasionally","Mobile app improvements","business","KE","google_ads","2025-06-01 04:22:21+01"
"b220eb73-505","fc2e8e1b-34fe-44e9-9add-e704623aa369",20250301,"2025-03",8,"Passive",0,"Works well enough","Mobile app improvements","starter","GB","google_ads","2025-03-01 16:55:46+01"
"7fa4cb06-f8e","fc2e8e1b-34fe-44e9-9add-e704623aa369",20250601,"2025-06",10,"Promoter",1,"Super easy to use","Better reporting","starter","GB","google_ads","2025-06-01 13:16:18+01"
"bb46b9fd-65c","b4eecf2a-28dc-4555-9b77-112a225b5393",20240901,"2024-09",8,"Passive",0,"Works well enough","Mobile app improvements","pro","NG","referral","2024-09-01 18:39:07+01"
"78375e29-a2b","b4eecf2a-28dc-4555-9b77-112a225b5393",20241201,"2024-12",9,"Promoter",1,"Great value","Mobile app improvements","pro","NG","referral","2024-12-01 01:51:05+01"
"89c14dbd-a7c","b4eecf2a-28dc-4555-9b77-112a225b5393",20250301,"2025-03",8,"Passive",0,"Some bugs occasionally","Mobile app improvements","pro","NG","referral","2025-03-01 06:37:06+01"
"5e9d0f47-0b1","b4eecf2a-28dc-4555-9b77-112a225b5393",20250601,"2025-06",9,"Promoter",1,"Clean UI, nothing bloated","More integrations","pro","NG","referral","2025-06-01 11:49:10+01"
"ac2848b6-0b2","5d9ff34c-ed1f-46fd-94a6-35ae94e475c3",20240901,"2024-09",10,"Promoter",1,"Super easy to use","","starter","KE","referral","2024-09-01 19:06:27+01"
"c7296aeb-814","5d9ff34c-ed1f-46fd-94a6-35ae94e475c3",20241201,"2024-12",10,"Promoter",1,"Great value","Bulk actions","starter","KE","referral","2024-12-01 07:26:49+01"
"78124b8a-5f1","5d9ff34c-ed1f-46fd-94a6-35ae94e475c3",20250301,"2025-03",10,"Promoter",1,"Love the kanban board","API docs","starter","KE","referral","2025-03-01 05:58:41+01"
"1fe78763-9d2","5d9ff34c-ed1f-46fd-94a6-35ae94e475c3",20250601,"2025-06",3,"Detractor",-1,"Confusing onboarding","","starter","KE","referral","2025-06-01 03:07:36+01"
"76a846fd-4a4","8aa56870-74ff-4405-87a0-65f6fd686bb4",20250301,"2025-03",9,"Promoter",1,"Great value","API docs","pro","KE","referral","2025-03-01 13:20:36+01"
"26f8b7dc-5a9","8aa56870-74ff-4405-87a0-65f6fd686bb4",20250601,"2025-06",7,"Passive",0,"Good but missing a few features","","pro","KE","referral","2025-06-01 20:05:38+01"
"f3faf6bb-6ec","85a4d85c-dba0-4ae6-b344-0838cd43ec12",20240301,"2024-03",3,"Detractor",-1,"Confusing onboarding","Better reporting","starter","US","google_ads","2024-03-01 05:19:09+01"
"874777c9-150","85a4d85c-dba0-4ae6-b344-0838cd43ec12",20240601,"2024-06",9,"Promoter",1,"Saves me hours every week","","starter","US","google_ads","2024-06-01 08:07:16+01"
"2a344306-c15","85a4d85c-dba0-4ae6-b344-0838cd43ec12",20240901,"2024-09",2,"Detractor",-1,"Too expensive for what it offers","Bulk actions","starter","US","google_ads","2024-09-01 15:53:45+01"
"3a0ecbd2-8ea","85a4d85c-dba0-4ae6-b344-0838cd43ec12",20241201,"2024-12",9,"Promoter",1,"Super easy to use","","starter","US","google_ads","2024-12-01 11:17:16+01"
"29ba590a-580","85a4d85c-dba0-4ae6-b344-0838cd43ec12",20250301,"2025-03",8,"Passive",0,"Some bugs occasionally","API docs","starter","US","google_ads","2025-03-01 12:22:17+01"
"0dcb8de5-105","85a4d85c-dba0-4ae6-b344-0838cd43ec12",20250601,"2025-06",10,"Promoter",1,"Super easy to use","Bulk actions","starter","US","google_ads","2025-06-01 17:16:43+01"
"c60c0718-0a5","c4a1b736-fee9-4a6d-8128-319c92ee19ba",20250601,"2025-06",10,"Promoter",1,"Saves me hours every week","Better reporting","pro","NG","organic_search","2025-06-01 20:45:23+01"
"7d81d3a4-530","2812adc6-79b5-48f5-a4ff-e73b01262d95",20240901,"2024-09",10,"Promoter",1,"Love the kanban board","Bulk actions","pro","US","organic_search","2024-09-01 09:35:17+01"
"08108718-9cc","2812adc6-79b5-48f5-a4ff-e73b01262d95",20241201,"2024-12",7,"Passive",0,"Works well enough","API docs","pro","US","organic_search","2024-12-01 06:49:27+01"
"caedb8f9-b0f","2812adc6-79b5-48f5-a4ff-e73b01262d95",20250301,"2025-03",7,"Passive",0,"Decent price","Mobile app improvements","pro","US","organic_search","2025-03-01 16:34:29+01"
"959e25ab-d25","2812adc6-79b5-48f5-a4ff-e73b01262d95",20250601,"2025-06",10,"Promoter",1,"Love the kanban board","More integrations","pro","US","organic_search","2025-06-01 23:28:58+01"
"d56ec873-9cd","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20240601,"2024-06",4,"Detractor",-1,"Too expensive for what it offers","Mobile app improvements","pro","CA","organic_search","2024-06-01 11:48:04+01"
"bdfe69a5-702","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20240901,"2024-09",8,"Passive",0,"Some bugs occasionally","Better reporting","pro","CA","organic_search","2024-09-01 20:58:19+01"
"b2cf45e1-4a6","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20241201,"2024-12",8,"Passive",0,"Some bugs occasionally","Bulk actions","pro","CA","organic_search","2024-12-01 13:07:39+01"
"d755d6a3-a91","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20250301,"2025-03",10,"Promoter",1,"Clean UI, nothing bloated","Better reporting","pro","CA","organic_search","2025-03-01 23:08:56+01"
"ed9d6ce3-35a","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20250601,"2025-06",9,"Promoter",1,"Love the kanban board","","pro","CA","organic_search","2025-06-01 20:49:34+01"
"936f7b66-cc5","0471aec1-f70a-40d8-aae5-a858bcb30d3a",20240301,"2024-03",9,"Promoter",1,"Saves me hours every week","More integrations","pro","NG","google_ads","2024-03-01 21:06:00+01"
"2a4c1ec9-ba9","0471aec1-f70a-40d8-aae5-a858bcb30d3a",20240601,"2024-06",10,"Promoter",1,"Great value","Bulk actions","pro","NG","google_ads","2024-06-01 02:19:48+01"
"0e92383c-44d","0471aec1-f70a-40d8-aae5-a858bcb30d3a",20240901,"2024-09",9,"Promoter",1,"Best tool for my team","Mobile app improvements","pro","NG","google_ads","2024-09-01 17:19:18+01"
"d46750ec-f70","0471aec1-f70a-40d8-aae5-a858bcb30d3a",20241201,"2024-12",10,"Promoter",1,"Super easy to use","Mobile app improvements","pro","NG","google_ads","2024-12-01 01:07:21+01"
"42bd7afa-327","0471aec1-f70a-40d8-aae5-a858bcb30d3a",20250301,"2025-03",7,"Passive",0,"Decent price","","pro","NG","google_ads","2025-03-01 16:50:13+01"
"cf660edb-2a9","0471aec1-f70a-40d8-aae5-a858bcb30d3a",20250601,"2025-06",9,"Promoter",1,"Great value","More integrations","pro","NG","google_ads","2025-06-01 19:13:39+01"
"e52b0954-a2d","e93c09c9-3994-455a-9cd4-1812c4de071d",20250601,"2025-06",10,"Promoter",1,"Super easy to use","Bulk actions","business","DE","referral","2025-06-01 02:26:52+01"
"bc556a69-916","8fb77b55-bec9-4bda-a9d7-f7ffb4f28b1e",20240901,"2024-09",10,"Promoter",1,"Saves me hours every week","More integrations","starter","GB","google_ads","2024-09-01 22:53:56+01"
"7cd1bf31-3d6","8fb77b55-bec9-4bda-a9d7-f7ffb4f28b1e",20241201,"2024-12",8,"Passive",0,"Decent price","Bulk actions","starter","GB","google_ads","2024-12-01 21:32:17+01"
"8af47653-bb0","8fb77b55-bec9-4bda-a9d7-f7ffb4f28b1e",20250301,"2025-03",10,"Promoter",1,"Love the kanban board","Better reporting","starter","GB","google_ads","2025-03-01 03:35:19+01"
"91c12727-0e4","8fb77b55-bec9-4bda-a9d7-f7ffb4f28b1e",20250601,"2025-06",9,"Promoter",1,"Love the kanban board","Mobile app improvements","starter","GB","google_ads","2025-06-01 15:45:11+01"
"11db7574-530","2f864161-5728-4952-86ba-dfb086b15d72",20240301,"2024-03",9,"Promoter",1,"Clean UI, nothing bloated","Better reporting","pro","GB","google_ads","2024-03-01 10:21:09+01"
"2e27402a-a24","2f864161-5728-4952-86ba-dfb086b15d72",20240601,"2024-06",9,"Promoter",1,"Love the kanban board","Better reporting","pro","GB","google_ads","2024-06-01 16:01:28+01"
"30dc09ee-01b","2f864161-5728-4952-86ba-dfb086b15d72",20240901,"2024-09",5,"Detractor",-1,"Support was slow","Bulk actions","pro","GB","google_ads","2024-09-01 20:20:27+01"
