"subscription_id","customer_id","stripe_customer_id","plan_price_id","plan_tier","date_key","year_month","plan_name","billing_interval","price_usd","mrr_contribution","status","trial_start_date","trial_end_date","current_period_start","current_period_end","churn_date","is_active","is_churned","is_in_trial","days_as_customer","acquisition_channel","acquisition_channel_type","is_paid_acquisition","country","signup_plan_tier"
"sub_9c5so79h4ha0mv","6e7b7f03-652d-491a-a12e-d8b58b9c741e","cus_7atwyam1n0lh9p","price_pro_monthly","pro",20250201,"2025-02","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","canceled","2025-02-01 08:44:33+01","2025-02-15 06:23:10+01","2025-02-01 05:36:55+01","2025-03-03 17:33:03+01","2025-03-03 18:23:34+01","",1,"",30,"google_ads","Paid",1,"ZA","pro"
"sub_fww41f7v4k88k6","cad2f92d-b30a-4445-885a-9a20888fb847","cus_szn9dde3cup8ij","price_business_annual","business",20240313,"2024-03","TaskFlow Business","year","790.0000000000000000","65.8333333333333333","active","2024-03-14 00:19:00+01","2024-03-27 03:16:45+01","2024-03-13 14:57:30+01","2025-06-30 15:20:08+01","",1,"","",816,"organic_search","Organic","","NG","business"
"sub_l7w8cof3138i2x","b7b1d954-0905-4d47-9a44-723d2bc7a45c","cus_7e1ddqlem1qq4d","price_starter_monthly","starter",20240720,"2024-07","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","canceled","2024-07-20 05:57:25+01","2024-08-03 04:46:47+01","2024-07-20 13:37:12+01","2024-09-18 08:53:22+01","2024-09-18 03:14:17+01","",1,"",59,"organic_search","Organic","","US","starter"
"sub_yhfjlwss1vip3t","bf69eb9c-3e97-4d69-b320-6f8d80c7edac","cus_dimsyj9boq0iq2","price_business_monthly","business",20241226,"2024-12","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2024-12-27 00:21:56+01","2025-01-09 09:02:24+01","2024-12-26 20:29:09+01","2025-06-30 03:56:48+01","",1,"","",528,"organic_search","Organic","","NG","business"
"sub_jwpgz5rksd085i","f6dc302b-06da-4725-ba3c-af2759ee95dd","cus_nwxuj3ac6pe63l","price_starter_monthly","starter",20240201,"2024-02","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-02-01 02:40:06+01","2024-02-15 09:53:46+01","2024-02-01 22:31:53+01","2025-06-30 23:27:26+01","",1,"","",856,"referral","Organic","","BR","starter"
"sub_6xlyjmazrvhpj9","3f191382-6c48-4440-8996-dd363b459c10","cus_byghgk5bwikotc","price_business_monthly","business",20240126,"2024-01","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2024-01-26 13:38:33+01","2024-02-09 22:24:02+01","2024-01-26 23:31:35+01","2025-06-30 20:53:36+01","",1,"","",862,"google_ads","Paid",1,"US","business"
"sub_v28ue1my6po0m2","74957c97-164c-426f-b132-657e0a5bd459","cus_2292mtr6snglh6","price_pro_monthly","pro",20240802,"2024-08","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-08-02 21:47:49+01","2024-08-16 14:42:58+01","2024-08-02 15:36:55+01","2025-06-30 17:02:25+01","",1,"","",674,"google_ads","Paid",1,"ZA","pro"
"sub_ua8d7204j3m9iq","77770188-46d8-4e01-9a74-640a9c38282a","cus_dxj37c9h42m44g","price_business_annual","business",20240829,"2024-08","TaskFlow Business","year","790.0000000000000000","65.8333333333333333","active","2024-08-29 06:13:35+01","2024-09-12 18:41:20+01","2024-08-29 02:20:29+01","2025-06-30 23:40:16+01","",1,"","",647,"organic_search","Organic","","CA","business"
"sub_12grdmt28ll6do","d4d53aa7-3a73-47b4-ac28-ae66d882c8ab","cus_8uug95rlrdihsa","price_starter_monthly","starter",20250112,"2025-01","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2025-01-12 07:16:54+01","2025-01-26 23:31:22+01","2025-01-12 20:31:40+01","2025-06-30 06:48:24+01","",1,"","",511,"organic_search","Organic","","ZA","starter"
"sub_pnfgaglsxkugwc","17a6af28-e71b-4a20-8ed1-3b691e41d988","cus_cfzfdsnczxvml9","price_business_monthly","business",20240307,"2024-03","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2024-03-07 22:25:54+01","2024-03-21 09:09:45+01","2024-03-07 03:05:45+01","2025-06-30 20:58:56+01","",1,"","",822,"google_ads","Paid",1,"NG","business"
"sub_men4052w8li3if","de8f2a31-ee3d-41d1-a147-5f8d39f2f1c4","cus_u6wmx3n0kgazu4","price_starter_monthly","starter",20250209,"2025-02","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2025-02-09 08:15:56+01","2025-02-23 08:28:41+01","2025-02-09 09:01:31+01","2025-06-30 08:53:44+01","",1,"","",483,"organic_search","Organic","","GB","starter"
"sub_fk84rpu9ggsou6","d3fc4e57-9d4b-4517-909c-ab405ecaee8f","cus_drlcmlw83y0mah","price_pro_monthly","pro",20241104,"2024-11","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-11-04 09:27:23+01","2024-11-18 12:57:59+01","2024-11-04 13:47:16+01","2025-06-30 23:50:23+01","",1,"","",580,"google_ads","Paid",1,"DE","pro"
"sub_lm8e49ite92srl","d06cd375-be90-4fda-9ccd-1ca2fd8464bc","cus_pfo5mn32u1iq2b","price_starter_monthly","starter",20240511,"2024-05","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-05-11 21:35:52+01","2024-05-25 08:29:17+01","2024-05-11 20:14:46+01","2025-06-30 12:45:44+01","",1,"","",757,"referral","Organic","","US","starter"
"sub_bwrp8guucm5fyc","4cc13c8f-f097-4f2a-b6f2-b7eb919b2afb","cus_t6dvwrb7f6fdhg","price_starter_monthly","starter",20240224,"2024-02","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-02-23 01:45:38+01","2024-03-08 16:27:45+01","2024-02-24 00:17:36+01","2025-06-30 09:57:46+01","",1,"","",834,"google_ads","Paid",1,"NG","starter"
"sub_eoxlzki2so19v5","fd762a4a-22b1-4e63-a281-257777eb6d39","cus_otrbad3wrdhw9r","price_starter_monthly","starter",20250418,"2025-04","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","canceled","2025-04-18 17:26:46+01","2025-05-02 06:46:12+01","2025-04-18 20:03:45+01","2025-05-18 12:37:07+01","2025-05-18 03:39:04+01","",1,"",29,"organic_search","Organic","","NG","starter"
"sub_v1ggxred8u8noz","079e45e2-27d6-442c-bb1e-79063ed8db34","cus_nnngbpj4ufzdy3","price_starter_monthly","starter",20240722,"2024-07","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-07-22 12:11:45+01","2024-08-05 14:56:16+01","2024-07-22 05:54:21+01","2025-06-30 06:06:19+01","",1,"","",685,"linkedin_ads","Paid",1,"ZA","starter"
"sub_goi9wm1sav9cng","820a101d-539a-424c-a9ec-7d3a10fc5d52","cus_8y7uiko4busu9f","price_starter_monthly","starter",20241028,"2024-10","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-10-28 01:51:57+01","2024-11-11 19:36:23+01","2024-10-28 17:00:00+01","2025-06-30 11:24:19+01","",1,"","",587,"google_ads","Paid",1,"NG","starter"
"sub_8gwghm56vu6z5g","3aa8e5cd-a20d-4a53-be9f-1715ae055665","cus_9p9w4j66cnoljq","price_starter_monthly","starter",20240326,"2024-03","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-03-26 02:59:34+01","2024-04-09 04:51:59+01","2024-03-26 05:52:52+01","2025-06-30 15:01:39+01","",1,"","",803,"product_hunt","Organic","","DE","starter"
"sub_kmgs6rv9777tnq","d930f6f2-f8b6-46cc-a74f-40187df4f3ad","cus_v177udktmonrvb","price_starter_monthly","starter",20241115,"2024-11","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-11-15 12:09:15+01","2024-11-29 16:12:50+01","2024-11-15 04:42:35+01","2025-06-30 03:21:15+01","",1,"","",569,"organic_search","Organic","","CA","starter"
"sub_m6736z4dsxlsut","62f51666-5dcf-462b-b702-7f277136b3f3","cus_li076a3kkrzd5e","price_starter_monthly","starter",20241112,"2024-11","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-11-12 11:08:28+01","2024-11-26 07:18:40+01","2024-11-12 13:48:34+01","2025-06-30 21:12:18+01","",1,"","",572,"organic_search","Organic","","US","starter"
"sub_pcaduvl911zsb8","19811276-d72d-4454-b52b-2598d7059b5f","cus_h30153sflse45b","price_pro_monthly","pro",20250226,"2025-02","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2025-02-26 18:11:41+01","2025-03-12 11:47:03+01","2025-02-26 10:57:37+01","2025-07-01 00:57:36+01","",1,"","",466,"google_ads","Paid",1,"US","pro"
"sub_bkg8b350sgnz6d","c0c51416-cceb-4335-b1a5-e6ab8269a950","cus_zj3swebnvg5vmf","price_pro_monthly","pro",20240412,"2024-04","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-04-12 23:13:31+01","2024-04-26 07:36:40+01","2024-04-12 06:57:14+01","2025-06-30 23:20:04+01","",1,"","",786,"referral","Organic","","NG","pro"
"sub_bn6ek6x6lgoi7o","e195d24b-a73b-42df-92ad-b3ab4bc27168","cus_2hhihxs58yreg2","price_starter_monthly","starter",20241218,"2024-12","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-12-18 09:56:59+01","2025-01-01 14:43:36+01","2024-12-18 05:09:38+01","2025-06-30 08:39:42+01","",1,"","",536,"google_ads","Paid",1,"NG","starter"
"sub_6l7x6oa3n4g2ja","f8c532dc-05a5-444c-8dfe-f1031e3b9e7d","cus_4qhkswva984uvk","price_pro_monthly","pro",20250216,"2025-02","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2025-02-16 05:42:44+01","2025-03-02 08:04:40+01","2025-02-16 23:25:02+01","2025-06-30 23:49:28+01","",1,"","",475,"product_hunt","Organic","","US","pro"
"sub_f2ctg08zzkk4j1","75173790-5476-44af-b639-dbf78c0ba3cb","cus_gsic43olfark6o","price_starter_annual","starter",20240202,"2024-02","TaskFlow Starter","year","90.0000000000000000","7.5000000000000000","canceled","2024-02-02 17:02:30+01","2024-02-16 16:06:07+01","2024-02-02 13:52:56+01","2024-07-01 07:05:35+01","2024-07-01 16:12:08+01","",1,"",150,"google_ads","Paid",1,"NG","starter"
"sub_3g13iwpfvb71gh","00bd12d1-01c3-41c0-9bc3-b2faab82cc8e","cus_ywr7mkgxukq00u","price_starter_monthly","starter",20241228,"2024-12","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-12-28 09:58:11+01","2025-01-11 12:29:12+01","2024-12-28 11:02:36+01","2025-06-30 01:09:21+01","",1,"","",526,"product_hunt","Organic","","DE","starter"
"sub_cn8siwmzap4vkf","08a79ab7-2b2d-4dff-9de6-187ba0f0d899","cus_l2ljk4q5v7c6s5","price_starter_monthly","starter",20250405,"2025-04","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2025-04-05 14:33:34+01","2025-04-19 01:39:46+01","2025-04-05 18:20:03+01","2025-06-30 04:43:04+01","",1,"","",428,"google_ads","Paid",1,"NG","starter"
"sub_7nfdinu31eiwuc","e8afd699-a70d-4d12-b21f-94d3635959c8","cus_969f5gcl9lcqh1","price_starter_annual","starter",20240730,"2024-07","TaskFlow Starter","year","90.0000000000000000","7.5000000000000000","canceled","2024-07-30 22:39:24+01","2024-08-13 15:58:47+01","2024-07-30 21:52:58+01","2025-02-25 16:59:36+01","2025-02-25 21:24:18+01","",1,"",209,"google_ads","Paid",1,"ZA","starter"
"sub_rj9wr6q5ik08nj","e0af64f6-054b-4736-a3fc-04e38db8564e","cus_pprat0861taa0i","price_starter_monthly","starter",20240907,"2024-09","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-09-07 10:09:02+01","2024-09-21 15:26:45+01","2024-09-07 06:23:47+01","2025-06-30 01:27:51+01","",1,"","",638,"referral","Organic","","CA","starter"
"sub_49ewho5qq8qmxe","b9f0161b-bd98-4112-bd97-c58217440791","cus_kk0vm59m6mg87o","price_starter_monthly","starter",20240222,"2024-02","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-02-22 19:12:55+01","2024-03-08 00:42:50+01","2024-02-22 17:13:15+01","2025-06-30 07:45:12+01","",1,"","",836,"linkedin_ads","Paid",1,"US","starter"
"sub_6t1oxhfdxk31wb","16ec1a25-1785-462c-bafd-4b223c8fb56b","cus_nx1wvbd4bepejz","price_pro_monthly","pro",20240308,"2024-03","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","canceled","2024-03-08 15:01:44+01","2024-03-22 07:24:36+01","2024-03-08 07:21:35+01","2024-04-07 06:42:24+01","2024-04-07 17:27:11+01","",1,"",30,"google_ads","Paid",1,"NG","pro"
"sub_j0ufo2hoq5e7l7","78940e24-3d20-4d9c-9294-48af88f97a28","cus_wzp6swk2rv239m","price_starter_monthly","starter",20241118,"2024-11","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-11-18 22:06:50+01","2024-12-02 03:05:01+01","2024-11-18 20:33:47+01","2025-06-30 21:56:02+01","",1,"","",566,"google_ads","Paid",1,"GB","starter"
"sub_5b4l6hfh4n6v3r","188ad4e4-8934-4776-9832-8b1f0e3907b3","cus_iaddur82c06xq9","price_pro_annual","pro",20240121,"2024-01","TaskFlow Pro","year","250.0000000000000000","20.8333333333333333","active","2024-01-21 18:10:57+01","2024-02-04 05:10:26+01","2024-01-21 23:11:18+01","2025-06-30 10:06:51+01","",1,"","",867,"organic_search","Organic","","ZA","pro"
"sub_6ouwzk4ie86db5","eac1fbc0-ea48-4687-84f4-8b7a28617f1a","cus_ype46aexl68j0n","price_business_annual","business",20240221,"2024-02","TaskFlow Business","year","790.0000000000000000","65.8333333333333333","active","2024-02-21 19:44:52+01","2024-03-06 12:59:28+01","2024-02-21 16:24:30+01","2025-06-30 06:49:01+01","",1,"","",837,"referral","Organic","","ZA","business"
"sub_g688u595cekof9","4f1a6ebf-ea85-40f8-97d7-53e9faf155f1","cus_rp5ge094d6rupw","price_business_monthly","business",20240724,"2024-07","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2024-07-24 03:22:38+01","2024-08-07 16:01:39+01","2024-07-24 22:12:40+01","2025-06-30 11:18:45+01","",1,"","",682,"linkedin_ads","Paid",1,"GB","business"
"sub_pg4gks6r6bilqp","ee1fcf9e-b40b-4ff6-ae8c-f792f3e5a413","cus_eobjlzy1uu9yms","price_business_monthly","business",20250317,"2025-03","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2025-03-17 03:21:35+01","2025-03-31 02:08:55+01","2025-03-17 02:17:47+01","2025-06-30 22:29:42+01","",1,"","",447,"organic_search","Organic","","DE","business"
"sub_w0an6nbyzm242o","ecd57e37-2769-4fa3-a4dc-f92e92a63b14","cus_n4u9bxf445cri8","price_starter_monthly","starter",20240809,"2024-08","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-08-09 07:31:18+01","2024-08-23 09:05:58+01","2024-08-09 11:08:22+01","2025-07-01 00:16:35+01","",1,"","",667,"organic_search","Organic","","NG","starter"
"sub_y2656ae1igcuid","1e6a7a93-8ed7-4671-9d81-c5bbd6fd037f","cus_2q4qerxdouadvw","price_starter_monthly","starter",20241008,"2024-10","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-10-08 11:55:58+01","2024-10-22 20:04:09+01","2024-10-08 03:00:46+01","2025-06-30 01:47:51+01","",1,"","",607,"organic_search","Organic","","KE","starter"
"sub_88wlxwce77gzdp","d87daa7c-86c3-4a1e-8835-53fc7f66abd7","cus_biquwrxze1hm38","price_business_monthly","business",20241014,"2024-10","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2024-10-14 13:20:40+01","2024-10-28 17:12:30+01","2024-10-14 22:14:13+01","2025-06-30 02:45:05+01","",1,"","",600,"google_ads","Paid",1,"US","business"
"sub_zrzq0v4psc9j5u","3df42e71-f49d-488f-b985-700ad8a98f57","cus_dvg7oq2zdo74v1","price_starter_monthly","starter",20240710,"2024-07","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","canceled","2024-07-10 11:48:14+01","2024-07-24 06:25:40+01","2024-07-10 07:44:07+01","2025-02-05 23:48:04+01","2025-02-05 07:11:54+01","",1,"",209,"organic_search","Organic","","NG","starter"
"sub_koxhjmia6ykfcr","cdd1222f-d4c5-4e9f-8116-be99f40676b4","cus_b74rs7gu0env5s","price_pro_monthly","pro",20241029,"2024-10","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-10-28 23:28:00+01","2024-11-12 00:43:05+01","2024-10-29 00:03:39+01","2025-06-30 14:05:43+01","",1,"","",586,"product_hunt","Organic","","NG","pro"
"sub_16zv8u0lm3nkrt","5bfb7248-b079-4a6e-9438-0d680030e268","cus_8qeoz0kz4z7whw","price_starter_monthly","starter",20241108,"2024-11","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-11-07 23:22:26+01","2024-11-21 15:56:29+01","2024-11-08 00:12:14+01","2025-06-30 19:10:02+01","",1,"","",576,"product_hunt","Organic","","CA","starter"
"sub_28o5qf0n852n5f","ad8bf2a5-ad1b-48db-82bd-ce116b88b40d","cus_sylemruyp04k43","price_pro_monthly","pro",20250416,"2025-04","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2025-04-16 05:37:11+01","2025-04-30 07:06:01+01","2025-04-16 12:00:27+01","2025-06-30 22:57:11+01","",1,"","",417,"organic_search","Organic","","BR","pro"
"sub_fmaok8tir0p8f8","14da8877-123b-4d45-b38d-a6f23c705477","cus_fkj4yk1b3d5050","price_starter_monthly","starter",20240714,"2024-07","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-07-14 16:38:18+01","2024-07-28 05:15:33+01","2024-07-14 02:22:06+01","2025-06-30 03:20:45+01","",1,"","",693,"google_ads","Paid",1,"US","starter"
"sub_2oalfwypeek035","2f767534-4a21-4d50-bab3-0cb32e9386fb","cus_7n89ltajw2536z","price_starter_monthly","starter",20240918,"2024-09","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-09-18 12:26:15+01","2024-10-02 07:20:44+01","2024-09-18 12:36:30+01","2025-06-30 03:01:28+01","",1,"","",627,"referral","Organic","","CA","starter"
"sub_5l692tulgelw8i","3fffa8f2-1e0e-4c8c-a2e5-8e5a573827d6","cus_kgyggsnpuevjlz","price_pro_monthly","pro",20241028,"2024-10","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-10-28 16:56:01+01","2024-11-11 11:32:56+01","2024-10-28 19:39:15+01","2025-06-30 08:31:36+01","",1,"","",587,"organic_search","Organic","","US","pro"
"sub_1wcrv68jq12jf4","f317920e-b536-404b-9e72-6766cd13ec4a","cus_xrum2lhgcsotdh","price_business_annual","business",20250420,"2025-04","TaskFlow Business","year","790.0000000000000000","65.8333333333333333","active","2025-04-20 11:22:52+01","2025-05-04 20:30:35+01","2025-04-20 02:30:15+01","2025-06-30 08:40:00+01","",1,"","",413,"google_ads","Paid",1,"NG","business"
"sub_jl9vt3x8ve00h2","42ae42e6-8c05-455e-8b84-a09a2adaaae6","cus_939ayq6ww8yl68","price_pro_annual","pro",20240618,"2024-06","TaskFlow Pro","year","250.0000000000000000","20.8333333333333333","active","2024-06-18 01:19:16+01","2024-07-02 07:09:18+01","2024-06-18 10:15:50+01","2025-06-30 13:27:44+01","",1,"","",719,"linkedin_ads","Paid",1,"NG","pro"
"sub_x1cq6fwtv1djjz","c2f5b66d-deeb-4e5c-93a8-97dd1f8f077d","cus_2qb6gs8g8tacy1","price_business_annual","business",20250105,"2025-01","TaskFlow Business","year","790.0000000000000000","65.8333333333333333","active","2025-01-05 01:07:03+01","2025-01-19 11:35:30+01","2025-01-05 15:18:10+01","2025-06-30 19:08:20+01","",1,"","",518,"google_ads","Paid",1,"ZA","business"
"sub_lztwxol4bkuu5c","7e7b149c-bd29-45b2-a23a-3a53a0104379","cus_p3cyazbcgjc36o","price_business_monthly","business",20240223,"2024-02","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2024-02-23 03:08:09+01","2024-03-08 04:33:10+01","2024-02-23 23:45:08+01","2025-06-30 16:04:59+01","",1,"","",834,"google_ads","Paid",1,"DE","business"
"sub_i19mo1rtsxof33","8aa5a2dd-4f81-4119-bf02-0ceaede47795","cus_c0b4mskyvk7n3b","price_starter_monthly","starter",20240809,"2024-08","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","canceled","2024-08-09 18:01:03+01","2024-08-23 21:53:44+01","2024-08-09 15:10:07+01","2025-06-05 09:14:15+01","2025-06-05 02:41:43+01","",1,"",299,"google_ads","Paid",1,"KE","starter"
"sub_bhif5sl1ya1ryz","4c1fdd59-a4dc-41cf-9468-026348e8e1b4","cus_wk585x8a5fbuot","price_business_monthly","business",20240310,"2024-03","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2024-03-10 07:14:37+01","2024-03-24 16:00:22+01","2024-03-10 18:04:02+01","2025-06-30 07:37:02+01","",1,"","",819,"organic_search","Organic","","CA","business"
"sub_un6fht60kusfhv","d86a6b16-8b56-4eb8-b5d8-03aa8e8b6294","cus_4fgwjeyub19txc","price_starter_monthly","starter",20250118,"2025-01","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2025-01-18 21:18:28+01","2025-02-01 01:28:38+01","2025-01-18 11:12:20+01","2025-06-30 09:25:07+01","",1,"","",505,"organic_search","Organic","","US","starter"
"sub_y1hend7h10kyhv","266bebb9-00eb-4a9c-ba38-5c5e9ff71e48","cus_yikcgrlxyfu38g","price_business_monthly","business",20240220,"2024-02","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2024-02-20 08:36:56+01","2024-03-05 09:13:32+01","2024-02-20 10:23:29+01","2025-06-30 02:41:40+01","",1,"","",838,"google_ads","Paid",1,"US","business"
"sub_a34h8nl9vfruk9","0c683c27-70b3-4bff-b632-ce4eb0e552e2","cus_ylrq1rdxck36h0","price_starter_annual","starter",20240423,"2024-04","TaskFlow Starter","year","90.0000000000000000","7.5000000000000000","active","2024-04-23 01:39:03+01","2024-05-07 01:17:59+01","2024-04-23 08:04:39+01","2025-06-30 04:56:00+01","",1,"","",775,"organic_search","Organic","","US","starter"
"sub_q08dnx80nkxkbe","022a0b0d-c2f3-4a8b-9c83-1845df26a12f","cus_u1hbj6txfo6v4e","price_pro_annual","pro",20240208,"2024-02","TaskFlow Pro","year","250.0000000000000000","20.8333333333333333","active","2024-02-08 21:47:43+01","2024-02-22 01:56:59+01","2024-02-08 05:16:29+01","2025-06-30 07:07:58+01","",1,"","",850,"referral","Organic","","DE","pro"
"sub_ge0q5zjaucyhon","2d50beb5-90d8-476a-9038-15ca2a70e911","cus_9y1ffuu5f07b1i","price_starter_monthly","starter",20240722,"2024-07","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-07-22 01:36:57+01","2024-08-05 02:42:04+01","2024-07-22 02:31:27+01","2025-06-30 15:26:11+01","",1,"","",685,"linkedin_ads","Paid",1,"NG","starter"
"sub_5zzhjy8gy39bu4","c2e845bd-6b99-4b40-924c-76d1d7acecd5","cus_75bxd8wj0uunnv","price_pro_monthly","pro",20240122,"2024-01","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-01-23 00:03:18+01","2024-02-05 12:05:38+01","2024-01-22 18:44:31+01","2025-06-30 08:45:54+01","",1,"","",867,"organic_search","Organic","","GB","pro"
"sub_3tn60tlxoun91f","04f81ab4-8ef2-48d4-8640-359b2b519888","cus_m25a5piskffv3x","price_pro_monthly","pro",20240711,"2024-07","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-07-11 14:23:27+01","2024-07-25 03:38:16+01","2024-07-11 22:48:56+01","2025-06-30 16:43:34+01","",1,"","",695,"product_hunt","Organic","","NG","pro"
"sub_lmq15fbs4wvt3f","9eaa07c9-db36-4f7b-8011-d5baf9805c92","cus_xoieves6ff7so8","price_pro_monthly","pro",20250103,"2025-01","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2025-01-03 13:05:52+01","2025-01-17 14:56:07+01","2025-01-03 19:08:52+01","2025-06-30 07:52:44+01","",1,"","",520,"google_ads","Paid",1,"US","pro"
"sub_tsujt70y2rl4n7","524a93b9-a1c5-4aa4-8d15-8bc3d97a2d82","cus_95g3v23gxj0mqv","price_business_monthly","business",20250103,"2025-01","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2025-01-03 12:47:26+01","2025-01-17 23:48:06+01","2025-01-03 17:42:52+01","2025-06-30 13:14:36+01","",1,"","",520,"organic_search","Organic","","DE","business"
"sub_xfy1z682r6zl1k","4f5353e5-23b0-4127-9833-c12f2bbc8f79","cus_pfdrwb2serev36","price_business_monthly","business",20240308,"2024-03","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2024-03-08 01:01:01+01","2024-03-22 10:07:13+01","2024-03-08 07:34:40+01","2025-06-30 04:52:12+01","",1,"","",821,"google_ads","Paid",1,"NG","business"
"sub_1cj8pmozknhpvr","a0114f31-30e5-458b-850a-b31f54477a01","cus_7r1m264upj16dv","price_pro_annual","pro",20240924,"2024-09","TaskFlow Pro","year","250.0000000000000000","20.8333333333333333","active","2024-09-24 16:20:22+01","2024-10-08 01:16:44+01","2024-09-24 20:37:02+01","2025-06-30 22:31:02+01","",1,"","",621,"linkedin_ads","Paid",1,"ZA","pro"
"sub_211pv58y9n81dj","37d79ac2-3d98-433f-bfc5-552ae3d756f8","cus_snh2odpvjtuw9o","price_starter_monthly","starter",20240406,"2024-04","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-04-06 21:59:06+01","2024-04-20 15:24:47+01","2024-04-06 03:05:15+01","2025-07-01 00:53:45+01","",1,"","",792,"google_ads","Paid",1,"CA","starter"
"sub_vqltzqwdyvybsc","842a9fa5-2ead-44dc-a1a3-2f440930b456","cus_9u1oe5ei28ds22","price_pro_monthly","pro",20250205,"2025-02","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2025-02-05 18:41:46+01","2025-02-19 02:16:37+01","2025-02-05 06:29:17+01","2025-06-30 23:36:24+01","",1,"","",487,"organic_search","Organic","","NG","pro"
"sub_sgq4bvpy8crin0","ed61985f-ac7d-40ea-9081-806860857e95","cus_3qvdjnv07oxk8c","price_pro_annual","pro",20241227,"2024-12","TaskFlow Pro","year","250.0000000000000000","20.8333333333333333","active","2024-12-27 06:14:21+01","2025-01-10 22:37:54+01","2024-12-27 21:57:11+01","2025-06-30 13:02:19+01","",1,"","",526,"google_ads","Paid",1,"KE","pro"
"sub_z38efe9var2pz6","05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242","cus_h2szwymx9djoyo","price_business_monthly","business",20240812,"2024-08","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2024-08-12 02:17:27+01","2024-08-26 18:44:27+01","2024-08-12 12:40:34+01","2025-06-30 04:26:30+01","",1,"","",664,"google_ads","Paid",1,"ZA","business"
"sub_d5xrsi7eadghxt","c351fd3c-9c2f-4019-acc4-5136605f8e7d","cus_uum3i8qoagsusm","price_pro_annual","pro",20250112,"2025-01","TaskFlow Pro","year","250.0000000000000000","20.8333333333333333","active","2025-01-12 06:37:26+01","2025-01-26 04:35:02+01","2025-01-12 18:16:30+01","2025-06-30 03:50:42+01","",1,"","",511,"organic_search","Organic","","ZA","pro"
