response_id,submitted_at,hidden.user_id,hidden.plan,hidden.country,question.nps_score,question.reason,question.feature_request
2af944aa-005,2025-03-01T15:47:50Z,4f5353e5-23b0-4127-9833-c12f2bbc8f79,business,NG,3,Confusing onboarding,
43400fed-1c2,2025-06-01T10:34:02Z,4f5353e5-23b0-4127-9833-c12f2bbc8f79,business,NG,7,Works well enough,API docs
80981fdb-7e5,2024-09-01T11:04:44Z,a0114f31-30e5-458b-850a-b31f54477a01,pro,ZA,8,Some bugs occasionally,Mobile app improvements
d6929821-c39,2024-12-01T11:03:38Z,a0114f31-30e5-458b-850a-b31f54477a01,pro,ZA,8,Works well enough,Better reporting
5df0ad7a-d2d,2025-03-01T22:47:09Z,a0114f31-30e5-458b-850a-b31f54477a01,pro,ZA,10,Saves me hours every week,More integrations
e5cf3326-69d,2025-06-01T04:34:20Z,a0114f31-30e5-458b-850a-b31f54477a01,pro,ZA,5,Missing integrations I need,Mobile app improvements
81a6afd8-9d5,2024-06-01T22:36:43Z,37d79ac2-3d98-433f-bfc5-552ae3d756f8,starter,CA,10,Great value,
ce0f6e20-027,2024-09-01T17:42:40Z,37d79ac2-3d98-433f-bfc5-552ae3d756f8,starter,CA,10,Love the kanban board,Mobile app improvements
26504951-080,2024-12-01T18:02:15Z,37d79ac2-3d98-433f-bfc5-552ae3d756f8,starter,CA,7,Works well enough,Better reporting
18b2d0bf-183,2025-03-01T06:55:27Z,37d79ac2-3d98-433f-bfc5-552ae3d756f8,starter,CA,8,Some bugs occasionally,Bulk actions
eae3fcff-7e4,2025-06-01T21:15:55Z,37d79ac2-3d98-433f-bfc5-552ae3d756f8,starter,CA,8,Decent price,Bulk actions
40123088-992,2025-03-01T15:13:39Z,842a9fa5-2ead-44dc-a1a3-2f440930b456,pro,NG,9,Great value,Better reporting
3facea00-c80,2025-06-01T06:55:24Z,842a9fa5-2ead-44dc-a1a3-2f440930b456,pro,NG,9,Super easy to use,
998c72b4-0b9,2024-12-01T16:31:45Z,ed61985f-ac7d-40ea-9081-806860857e95,pro,KE,9,Love the kanban board,More integrations
99256816-4f5,2025-03-01T14:02:00Z,ed61985f-ac7d-40ea-9081-806860857e95,pro,KE,9,Saves me hours every week,
3de5e2b6-fe0,2025-06-01T13:11:06Z,ed61985f-ac7d-40ea-9081-806860857e95,pro,KE,9,Love the kanban board,Mobile app improvements
1fba536b-cdf,2024-09-01T17:50:25Z,05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242,business,ZA,5,Confusing onboarding,
965b3962-e2b,2024-12-01T02:41:16Z,05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242,business,ZA,6,Support was slow,Bulk actions
5c4fc699-15e,2025-03-01T21:00:17Z,05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242,business,ZA,6,Too expensive for what it offers,API docs
0363f7e0-850,2025-06-01T09:36:59Z,05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242,business,ZA,6,Keeps crashing on mobile,
e8ec8dab-5f2,2025-03-01T11:33:46Z,c351fd3c-9c2f-4019-acc4-5136605f8e7d,pro,ZA,10,"Clean UI, nothing bloated",
5f454f18-892,2025-06-01T18:00:52Z,c351fd3c-9c2f-4019-acc4-5136605f8e7d,pro,ZA,9,Best tool for my team,API docs
d82e5e25-403,2024-06-01T05:01:02Z,5dbbe00d-adde-4aab-aa31-aab47eb27217,pro,DE,9,Best tool for my team,Mobile app improvements
e464c357-5ad,2024-09-01T21:09:29Z,5dbbe00d-adde-4aab-aa31-aab47eb27217,pro,DE,10,Super easy to use,API docs
daf4ae14-7fd,2024-12-01T04:03:24Z,5dbbe00d-adde-4aab-aa31-aab47eb27217,pro,DE,10,Best tool for my team,More integrations
73aeb7de-3d6,2025-03-01T09:38:15Z,5dbbe00d-adde-4aab-aa31-aab47eb27217,pro,DE,7,Good but missing a few features,More integrations
98f7d562-be7,2025-06-01T06:26:04Z,5dbbe00d-adde-4aab-aa31-aab47eb27217,pro,DE,9,Saves me hours every week,
8acbcca3-97f,2024-09-01T07:39:12Z,773cfcd0-7c3a-46e3-9902-6e9fdf072942,starter,GB,8,Some bugs occasionally,Mobile app improvements
5a14378e-4d2,2024-12-01T09:17:13Z,773cfcd0-7c3a-46e3-9902-6e9fdf072942,starter,GB,8,Works well enough,Mobile app improvements
b9a13ef9-4f9,2025-03-01T02:17:16Z,773cfcd0-7c3a-46e3-9902-6e9fdf072942,starter,GB,8,Some bugs occasionally,Bulk actions
a7a7fa62-1ef,2025-06-01T06:04:31Z,773cfcd0-7c3a-46e3-9902-6e9fdf072942,starter,GB,8,Good but missing a few features,Better reporting
6a833c03-c97,2024-06-01T17:39:20Z,86cb203f-2d38-4cfe-8645-5ec8d79593bc,starter,NG,10,"Clean UI, nothing bloated",More integrations
1d38fafe-6c8,2024-09-01T12:23:22Z,86cb203f-2d38-4cfe-8645-5ec8d79593bc,starter,NG,10,Saves me hours every week,API docs
446e8bff-e3d,2024-12-01T12:59:03Z,86cb203f-2d38-4cfe-8645-5ec8d79593bc,starter,NG,5,Confusing onboarding,Bulk actions
a793b5f3-324,2025-03-01T05:06:32Z,86cb203f-2d38-4cfe-8645-5ec8d79593bc,starter,NG,10,"Clean UI, nothing bloated",Bulk actions
c2dd2683-e77,2025-06-01T01:33:18Z,86cb203f-2d38-4cfe-8645-5ec8d79593bc,starter,NG,10,Great value,More integrations
4a9685f5-acb,2024-09-01T21:43:28Z,b6225f09-6ccc-453f-b215-3fa5fed36e78,pro,CA,8,Decent price,
7424ea63-e3b,2024-12-01T16:39:40Z,b6225f09-6ccc-453f-b215-3fa5fed36e78,pro,CA,9,Love the kanban board,API docs
633a6fea-77c,2025-03-01T18:31:59Z,b6225f09-6ccc-453f-b215-3fa5fed36e78,pro,CA,10,Super easy to use,More integrations
2553c82b-51c,2025-06-01T07:40:17Z,b6225f09-6ccc-453f-b215-3fa5fed36e78,pro,CA,9,Best tool for my team,More integrations
543168be-9d2,2024-12-01T08:22:25Z,021dc990-5938-4cce-aa51-469773a5907d,business,KE,7,Some bugs occasionally,
16c48ad1-f55,2025-03-01T12:12:54Z,021dc990-5938-4cce-aa51-469773a5907d,business,KE,9,Love the kanban board,Mobile app improvements
40311959-0a5,2025-06-01T03:22:21Z,021dc990-5938-4cce-aa51-469773a5907d,business,KE,8,Some bugs occasionally,Mobile app improvements
b220eb73-505,2025-03-01T15:55:46Z,fc2e8e1b-34fe-44e9-9add-e704623aa369,starter,GB,8,Works well enough,Mobile app improvements
7fa4cb06-f8e,2025-06-01T12:16:18Z,fc2e8e1b-34fe-44e9-9add-e704623aa369,starter,GB,10,Super easy to use,Better reporting
bb46b9fd-65c,2024-09-01T17:39:07Z,b4eecf2a-28dc-4555-9b77-112a225b5393,pro,NG,8,Works well enough,Mobile app improvements
78375e29-a2b,2024-12-01T00:51:05Z,b4eecf2a-28dc-4555-9b77-112a225b5393,pro,NG,9,Great value,Mobile app improvements
89c14dbd-a7c,2025-03-01T05:37:06Z,b4eecf2a-28dc-4555-9b77-112a225b5393,pro,NG,8,Some bugs occasionally,Mobile app improvements
5e9d0f47-0b1,2025-06-01T10:49:10Z,b4eecf2a-28dc-4555-9b77-112a225b5393,pro,NG,9,"Clean UI, nothing bloated",More integrations
ac2848b6-0b2,2024-09-01T18:06:27Z,5d9ff34c-ed1f-46fd-94a6-35ae94e475c3,starter,KE,10,Super easy to use,
c7296aeb-814,2024-12-01T06:26:49Z,5d9ff34c-ed1f-46fd-94a6-35ae94e475c3,starter,KE,10,Great value,Bulk actions
78124b8a-5f1,2025-03-01T04:58:41Z,5d9ff34c-ed1f-46fd-94a6-35ae94e475c3,starter,KE,10,Love the kanban board,API docs
1fe78763-9d2,2025-06-01T02:07:36Z,5d9ff34c-ed1f-46fd-94a6-35ae94e475c3,starter,KE,3,Confusing onboarding,
76a846fd-4a4,2025-03-01T12:20:36Z,8aa56870-74ff-4405-87a0-65f6fd686bb4,pro,KE,9,Great value,API docs
26f8b7dc-5a9,2025-06-01T19:05:38Z,8aa56870-74ff-4405-87a0-65f6fd686bb4,pro,KE,7,Good but missing a few features,
f3faf6bb-6ec,2024-03-01T04:19:09Z,85a4d85c-dba0-4ae6-b344-0838cd43ec12,starter,US,3,Confusing onboarding,Better reporting
874777c9-150,2024-06-01T07:07:16Z,85a4d85c-dba0-4ae6-b344-0838cd43ec12,starter,US,9,Saves me hours every week,
2a344306-c15,2024-09-01T14:53:45Z,85a4d85c-dba0-4ae6-b344-0838cd43ec12,starter,US,2,Too expensive for what it offers,Bulk actions
3a0ecbd2-8ea,2024-12-01T10:17:16Z,85a4d85c-dba0-4ae6-b344-0838cd43ec12,starter,US,9,Super easy to use,
29ba590a-580,2025-03-01T11:22:17Z,85a4d85c-dba0-4ae6-b344-0838cd43ec12,starter,US,8,Some bugs occasionally,API docs
0dcb8de5-105,2025-06-01T16:16:43Z,85a4d85c-dba0-4ae6-b344-0838cd43ec12,starter,US,10,Super easy to use,Bulk actions
c60c0718-0a5,2025-06-01T19:45:23Z,c4a1b736-fee9-4a6d-8128-319c92ee19ba,pro,NG,10,Saves me hours every week,Better reporting
7d81d3a4-530,2024-09-01T08:35:17Z,2812adc6-79b5-48f5-a4ff-e73b01262d95,pro,US,10,Love the kanban board,Bulk actions
08108718-9cc,2024-12-01T05:49:27Z,2812adc6-79b5-48f5-a4ff-e73b01262d95,pro,US,7,Works well enough,API docs
caedb8f9-b0f,2025-03-01T15:34:29Z,2812adc6-79b5-48f5-a4ff-e73b01262d95,pro,US,7,Decent price,Mobile app improvements
959e25ab-d25,2025-06-01T22:28:58Z,2812adc6-79b5-48f5-a4ff-e73b01262d95,pro,US,10,Love the kanban board,More integrations
d56ec873-9cd,2024-06-01T10:48:04Z,15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615,pro,CA,4,Too expensive for what it offers,Mobile app improvements
bdfe69a5-702,2024-09-01T19:58:19Z,15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615,pro,CA,8,Some bugs occasionally,Better reporting
b2cf45e1-4a6,2024-12-01T12:07:39Z,15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615,pro,CA,8,Some bugs occasionally,Bulk actions
d755d6a3-a91,2025-03-01T22:08:56Z,15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615,pro,CA,10,"Clean UI, nothing bloated",Better reporting
ed9d6ce3-35a,2025-06-01T19:49:34Z,15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615,pro,CA,9,Love the kanban board,
936f7b66-cc5,2024-03-01T20:06:00Z,0471aec1-f70a-40d8-aae5-a858bcb30d3a,pro,NG,9,Saves me hours every week,More integrations
2a4c1ec9-ba9,2024-06-01T01:19:48Z,0471aec1-f70a-40d8-aae5-a858bcb30d3a,pro,NG,10,Great value,Bulk actions
0e92383c-44d,2024-09-01T16:19:18Z,0471aec1-f70a-40d8-aae5-a858bcb30d3a,pro,NG,9,Best tool for my team,Mobile app improvements
d46750ec-f70,2024-12-01T00:07:21Z,0471aec1-f70a-40d8-aae5-a858bcb30d3a,pro,NG,10,Super easy to use,Mobile app improvements
42bd7afa-327,2025-03-01T15:50:13Z,0471aec1-f70a-40d8-aae5-a858bcb30d3a,pro,NG,7,Decent price,
cf660edb-2a9,2025-06-01T18:13:39Z,0471aec1-f70a-40d8-aae5-a858bcb30d3a,pro,NG,9,Great value,More integrations
e52b0954-a2d,2025-06-01T01:26:52Z,e93c09c9-3994-455a-9cd4-1812c4de071d,business,DE,10,Super easy to use,Bulk actions
bc556a69-916,2024-09-01T21:53:56Z,8fb77b55-bec9-4bda-a9d7-f7ffb4f28b1e,starter,GB,10,Saves me hours every week,More integrations
7cd1bf31-3d6,2024-12-01T20:32:17Z,8fb77b55-bec9-4bda-a9d7-f7ffb4f28b1e,starter,GB,8,Decent price,Bulk actions
8af47653-bb0,2025-03-01T02:35:19Z,8fb77b55-bec9-4bda-a9d7-f7ffb4f28b1e,starter,GB,10,Love the kanban board,Better reporting
91c12727-0e4,2025-06-01T14:45:11Z,8fb77b55-bec9-4bda-a9d7-f7ffb4f28b1e,starter,GB,9,Love the kanban board,Mobile app improvements
11db7574-530,2024-03-01T09:21:09Z,2f864161-5728-4952-86ba-dfb086b15d72,pro,GB,9,"Clean UI, nothing bloated",Better reporting
2e27402a-a24,2024-06-01T15:01:28Z,2f864161-5728-4952-86ba-dfb086b15d72,pro,GB,9,Love the kanban board,Better reporting
30dc09ee-01b,2024-09-01T19:20:27Z,2f864161-5728-4952-86ba-dfb086b15d72,pro,GB,5,Support was slow,Bulk actions
34894e59-df7,2024-12-01T10:19:20Z,2f864161-5728-4952-86ba-dfb086b15d72,pro,GB,4,Support was slow,More integrations
739b1d9b-bb7,2025-03-01T14:18:18Z,2f864161-5728-4952-86ba-dfb086b15d72,pro,GB,8,Decent price,
07a403c3-1ae,2025-06-01T01:24:35Z,2f864161-5728-4952-86ba-dfb086b15d72,pro,GB,9,Super easy to use,More integrations
ee67206e-40a,2024-09-01T13:11:15Z,4bd6cd9e-818c-4ca3-abeb-c6d3f6b92c8b,starter,NG,10,Love the kanban board,Bulk actions
490b5b19-716,2024-12-01T18:17:36Z,4bd6cd9e-818c-4ca3-abeb-c6d3f6b92c8b,starter,NG,10,Best tool for my team,Bulk actions
02699356-010,2025-03-01T02:17:29Z,4bd6cd9e-818c-4ca3-abeb-c6d3f6b92c8b,starter,NG,10,Saves me hours every week,Mobile app improvements
04221593-615,2025-06-01T16:59:33Z,4bd6cd9e-818c-4ca3-abeb-c6d3f6b92c8b,starter,NG,9,Super easy to use,Bulk actions
4ad0c814-ad2,2024-03-01T23:32:28Z,82038f1b-b219-4835-b87c-626df88a5830,pro,GB,7,Some bugs occasionally,Better reporting
329fbb95-7ad,2024-06-01T21:10:22Z,82038f1b-b219-4835-b87c-626df88a5830,pro,GB,7,Good but missing a few features,Bulk actions
723a4526-f94,2024-09-01T08:15:13Z,82038f1b-b219-4835-b87c-626df88a5830,pro,GB,8,Decent price,More integrations
a8164404-081,2024-12-01T14:58:10Z,82038f1b-b219-4835-b87c-626df88a5830,pro,GB,10,Great value,More integrations
4d47142f-76f,2025-03-01T18:52:14Z,82038f1b-b219-4835-b87c-626df88a5830,pro,GB,8,Good but missing a few features,Mobile app improvements
788dd9aa-665,2025-06-01T22:51:06Z,82038f1b-b219-4835-b87c-626df88a5830,pro,GB,6,Support was slow,Better reporting
7e8e9c18-172,2024-03-01T05:54:52Z,241c16a1-54e9-4cab-971f-c7d4e5ea52c1,starter,IN,10,"Clean UI, nothing bloated",API docs
e830cd27-c41,2024-06-01T19:51:23Z,241c16a1-54e9-4cab-971f-c7d4e5ea52c1,starter,IN,9,"Clean UI, nothing bloated",Better reporting
1194da2c-a75,2024-09-01T18:19:45Z,241c16a1-54e9-4cab-971f-c7d4e5ea52c1,starter,IN,7,Works well enough,Mobile app improvements
5e617625-16c,2024-12-01T06:18:57Z,241c16a1-54e9-4cab-971f-c7d4e5ea52c1,starter,IN,10,"Clean UI, nothing bloated",
a14a482e-f6c,2025-03-01T20:39:46Z,241c16a1-54e9-4cab-971f-c7d4e5ea52c1,starter,IN,10,Love the kanban board,Better reporting
be7d4a5f-ff3,2025-06-01T11:16:54Z,241c16a1-54e9-4cab-971f-c7d4e5ea52c1,starter,IN,6,Too expensive for what it offers,Bulk actions
748baae5-eee,2024-12-01T14:46:52Z,000afff8-8cbe-4686-ac69-7dc1e68ad78e,business,US,10,"Clean UI, nothing bloated",More integrations
4f695d4b-d25,2025-03-01T19:02:46Z,000afff8-8cbe-4686-ac69-7dc1e68ad78e,business,US,9,Saves me hours every week,Bulk actions
0085d2ca-480,2025-06-01T15:00:04Z,000afff8-8cbe-4686-ac69-7dc1e68ad78e,business,US,10,Love the kanban board,Bulk actions
51a5b781-2cf,2025-06-01T01:44:32Z,633cfcfb-b74c-4e5d-8c68-e1f8acb5a82f,pro,CA,8,Decent price,API docs
f775de9a-5b2,2024-09-01T09:36:57Z,f3a759b1-1584-4d22-9486-863e2d487af1,pro,GB,5,Too expensive for what it offers,More integrations
cc67c18a-535,2024-12-01T08:20:06Z,f3a759b1-1584-4d22-9486-863e2d487af1,pro,GB,9,Best tool for my team,Bulk actions
ae8f085d-0cb,2025-03-01T10:46:39Z,f3a759b1-1584-4d22-9486-863e2d487af1,pro,GB,9,Great value,Mobile app improvements
b23c4668-c4c,2025-06-01T05:31:41Z,f3a759b1-1584-4d22-9486-863e2d487af1,pro,GB,10,"Clean UI, nothing bloated",
b052cbd2-277,2024-06-01T06:36:58Z,52a2e5b3-2b0d-47fe-8c2b-bf30790e2afa,business,NG,5,Missing integrations I need,
1dc01caf-ff8,2024-09-01T14:12:39Z,52a2e5b3-2b0d-47fe-8c2b-bf30790e2afa,business,NG,10,Saves me hours every week,API docs
a595cb18-cbf,2024-12-01T11:37:44Z,52a2e5b3-2b0d-47fe-8c2b-bf30790e2afa,business,NG,0,Support was slow,Better reporting
d88fc7a9-da0,2025-03-01T22:47:29Z,52a2e5b3-2b0d-47fe-8c2b-bf30790e2afa,business,NG,8,Good but missing a few features,More integrations
8541dca3-37e,2025-06-01T10:43:27Z,52a2e5b3-2b0d-47fe-8c2b-bf30790e2afa,business,NG,10,Super easy to use,
61430224-343,2025-03-01T21:49:22Z,c66d6c1a-fe08-4912-a245-bc0b8dd0ec9c,pro,GB,8,Some bugs occasionally,Mobile app improvements
a80dccd9-71a,2025-06-01T02:05:09Z,c66d6c1a-fe08-4912-a245-bc0b8dd0ec9c,pro,GB,8,Good but missing a few features,
b107a775-be1,2025-03-01T12:41:56Z,4d19a24a-9697-472f-be15-4cd94fe5933a,pro,NG,6,Support was slow,Better reporting
542c1ec6-baa,2025-06-01T07:39:30Z,4d19a24a-9697-472f-be15-4cd94fe5933a,pro,NG,6,Support was slow,
b4d82433-1ef,2024-06-01T10:39:55Z,3937551c-74cf-4dd2-8dfe-57f91ec0637c,starter,US,10,Saves me hours every week,
97e991dd-77a,2024-09-01T12:19:49Z,3937551c-74cf-4dd2-8dfe-57f91ec0637c,starter,US,10,Great value,Mobile app improvements
fbbcaba2-7be,2024-12-01T15:48:56Z,3937551c-74cf-4dd2-8dfe-57f91ec0637c,starter,US,7,Good but missing a few features,More integrations
65f5a527-d6d,2025-03-01T15:29:47Z,3937551c-74cf-4dd2-8dfe-57f91ec0637c,starter,US,10,"Clean UI, nothing bloated",API docs
84063855-9c1,2025-06-01T20:57:12Z,3937551c-74cf-4dd2-8dfe-57f91ec0637c,starter,US,4,Keeps crashing on mobile,API docs
781a1755-397,2024-12-01T23:50:51Z,e542bc3f-ed8f-415e-8526-d62a76ca8393,pro,US,10,Best tool for my team,Mobile app improvements
3bfafe91-3bb,2025-03-01T00:36:20Z,e542bc3f-ed8f-415e-8526-d62a76ca8393,pro,US,4,Missing integrations I need,Mobile app improvements
cac76271-cf0,2025-06-01T02:14:40Z,e542bc3f-ed8f-415e-8526-d62a76ca8393,pro,US,10,Love the kanban board,Bulk actions
6be81f89-1db,2024-03-01T06:43:30Z,c4ec93f5-b2ba-4dcc-8c71-d1c07af19ff1,starter,US,10,Great value,More integrations
b6abc79d-f61,2024-06-01T13:20:08Z,c4ec93f5-b2ba-4dcc-8c71-d1c07af19ff1,starter,US,10,Love the kanban board,Bulk actions
dc26f52e-4e1,2024-09-01T10:38:36Z,c4ec93f5-b2ba-4dcc-8c71-d1c07af19ff1,starter,US,9,Love the kanban board,Bulk actions
d6bd670e-a8c,2024-12-01T05:18:47Z,c4ec93f5-b2ba-4dcc-8c71-d1c07af19ff1,starter,US,10,Super easy to use,API docs
45044120-c0e,2025-03-01T02:21:03Z,c4ec93f5-b2ba-4dcc-8c71-d1c07af19ff1,starter,US,9,Love the kanban board,API docs
99c1a64a-d30,2025-06-01T16:18:57Z,c4ec93f5-b2ba-4dcc-8c71-d1c07af19ff1,starter,US,10,Super easy to use,API docs
7f25f973-27b,2024-12-01T11:47:24Z,f8bba4ad-e30e-4a35-9f68-1010d31c99d3,starter,GB,8,Works well enough,API docs
f0538097-76a,2025-03-01T13:59:08Z,f8bba4ad-e30e-4a35-9f68-1010d31c99d3,starter,GB,7,Good but missing a few features,Bulk actions
2f703023-b49,2025-06-01T07:46:02Z,f8bba4ad-e30e-4a35-9f68-1010d31c99d3,starter,GB,8,Some bugs occasionally,
8d13dd63-37e,2024-12-01T01:04:06Z,adea8e2e-31ce-443c-83a8-1332fd2d6684,business,GH,10,Love the kanban board,Better reporting
86e6e1d6-b42,2025-03-01T19:01:46Z,adea8e2e-31ce-443c-83a8-1332fd2d6684,business,GH,8,Good but missing a few features,
1addb296-39a,2025-06-01T12:31:59Z,adea8e2e-31ce-443c-83a8-1332fd2d6684,business,GH,9,Great value,Bulk actions
785a062b-654,2024-03-01T00:45:10Z,b1334a9f-c558-4113-bec1-4b6e11ede846,business,ZA,8,Good but missing a few features,
f894798d-d8a,2024-06-01T00:22:32Z,b1334a9f-c558-4113-bec1-4b6e11ede846,business,ZA,4,Missing integrations I need,More integrations
3ffd41c3-f31,2024-09-01T11:10:56Z,b1334a9f-c558-4113-bec1-4b6e11ede846,business,ZA,5,Too expensive for what it offers,Mobile app improvements
b8a823e7-7c4,2024-12-01T14:00:08Z,b1334a9f-c558-4113-bec1-4b6e11ede846,business,ZA,9,Saves me hours every week,More integrations
ddeba57b-2d0,2025-03-01T17:49:41Z,b1334a9f-c558-4113-bec1-4b6e11ede846,business,ZA,10,Great value,Bulk actions
b3b6b698-282,2025-06-01T03:12:38Z,b1334a9f-c558-4113-bec1-4b6e11ede846,business,ZA,8,Some bugs occasionally,API docs
fbbe923a-4ff,2024-06-01T15:43:30Z,b461f244-8413-4af9-ad41-b94d1db6654e,pro,NG,9,Love the kanban board,
b0b4c699-aa0,2024-09-01T07:51:09Z,b461f244-8413-4af9-ad41-b94d1db6654e,pro,NG,8,Works well enough,Mobile app improvements
beaf324e-140,2024-12-01T21:45:51Z,b461f244-8413-4af9-ad41-b94d1db6654e,pro,NG,8,Some bugs occasionally,
1a9d20fd-011,2025-03-01T10:36:56Z,b461f244-8413-4af9-ad41-b94d1db6654e,pro,NG,10,Great value,API docs
1f20dacd-c78,2025-06-01T04:50:02Z,b461f244-8413-4af9-ad41-b94d1db6654e,pro,NG,6,Keeps crashing on mobile,API docs
4a54457a-3d2,2024-06-01T07:39:49Z,b352c753-948a-412f-ad01-476b7892915f,starter,NG,10,Love the kanban board,Better reporting
13718920-b7b,2024-09-01T03:45:40Z,b352c753-948a-412f-ad01-476b7892915f,starter,NG,9,Super easy to use,API docs
fd9a0a79-685,2024-12-01T03:40:42Z,b352c753-948a-412f-ad01-476b7892915f,starter,NG,9,Best tool for my team,More integrations
22e1e615-c35,2025-03-01T07:29:08Z,b352c753-948a-412f-ad01-476b7892915f,starter,NG,10,"Clean UI, nothing bloated",Bulk actions
e063ed88-c20,2025-06-01T07:41:08Z,b352c753-948a-412f-ad01-476b7892915f,starter,NG,9,Great value,Better reporting
2251f53c-e11,2024-06-01T14:59:08Z,cc0d6cfd-d404-463e-a6e1-471db0563291,starter,NG,8,Good but missing a few features,API docs
db0d8d5e-124,2024-09-01T05:40:32Z,cc0d6cfd-d404-463e-a6e1-471db0563291,starter,NG,9,"Clean UI, nothing bloated",Mobile app improvements
e0a95dd8-84f,2024-12-01T09:41:55Z,cc0d6cfd-d404-463e-a6e1-471db0563291,starter,NG,10,Love the kanban board,
81aa1a00-7d7,2025-03-01T03:53:56Z,cc0d6cfd-d404-463e-a6e1-471db0563291,starter,NG,10,Best tool for my team,Better reporting
25a92104-e84,2025-06-01T04:32:36Z,cc0d6cfd-d404-463e-a6e1-471db0563291,starter,NG,10,Love the kanban board,Better reporting
c49cd71c-518,2025-03-01T23:58:02Z,ef5f680f-285b-4a5c-b4d9-23c8f1457dce,business,NG,9,Great value,Mobile app improvements
8948828c-a4b,2025-06-01T16:43:57Z,ef5f680f-285b-4a5c-b4d9-23c8f1457dce,business,NG,10,Saves me hours every week,Better reporting
0870c7d1-561,2024-09-01T01:04:33Z,e8a815e3-e8f9-439c-aae5-23c772fccea5,business,GB,8,Works well enough,
673b9364-949,2024-12-01T19:42:23Z,e8a815e3-e8f9-439c-aae5-23c772fccea5,business,GB,9,"Clean UI, nothing bloated",Better reporting
d24bc37d-eec,2025-03-01T05:44:12Z,e8a815e3-e8f9-439c-aae5-23c772fccea5,business,GB,8,Some bugs occasionally,Better reporting
e262a980-ee7,2025-06-01T14:23:09Z,e8a815e3-e8f9-439c-aae5-23c772fccea5,business,GB,8,Works well enough,
1a34adf1-303,2025-06-01T11:05:16Z,b552cb87-fda5-4727-b4e7-b191a6380ad2,pro,DE,0,Confusing onboarding,Better reporting
a8e2e949-5f9,2025-03-01T07:46:23Z,ce053d99-ca3a-4263-b85c-8cc054b3818d,pro,NG,8,Decent price,
68bf48ff-8a8,2025-06-01T23:05:13Z,ce053d99-ca3a-4263-b85c-8cc054b3818d,pro,NG,9,Great value,
fa5fe2c6-723,2024-06-01T19:26:05Z,1ac1b6e3-2d52-49b4-92a3-b89bab6e1d7b,pro,CA,9,"Clean UI, nothing bloated",More integrations
7517cb6a-3bc,2024-09-01T02:17:30Z,1ac1b6e3-2d52-49b4-92a3-b89bab6e1d7b,pro,CA,10,"Clean UI, nothing bloated",Bulk actions
21ad2f3a-821,2024-12-01T08:14:02Z,1ac1b6e3-2d52-49b4-92a3-b89bab6e1d7b,pro,CA,9,Great value,API docs
7d7c3f12-180,2025-03-01T07:21:58Z,1ac1b6e3-2d52-49b4-92a3-b89bab6e1d7b,pro,CA,9,Great value,Bulk actions
c33153da-65f,2025-06-01T05:46:09Z,1ac1b6e3-2d52-49b4-92a3-b89bab6e1d7b,pro,CA,9,Great value,Bulk actions
30d111a6-6d5,2024-03-01T08:17:12Z,3c75cdf6-a4cd-4661-a6e8-7899264e40d9,pro,US,9,Super easy to use,
3216756b-4e9,2024-06-01T17:19:43Z,3c75cdf6-a4cd-4661-a6e8-7899264e40d9,pro,US,10,"Clean UI, nothing bloated",More integrations
d0bb7e20-764,2024-09-01T19:58:19Z,3c75cdf6-a4cd-4661-a6e8-7899264e40d9,pro,US,7,Decent price,Mobile app improvements
dbf7bb04-89a,2024-12-01T12:10:07Z,3c75cdf6-a4cd-4661-a6e8-7899264e40d9,pro,US,10,"Clean UI, nothing bloated",Bulk actions
3522f591-893,2025-03-01T18:32:21Z,3c75cdf6-a4cd-4661-a6e8-7899264e40d9,pro,US,6,Confusing onboarding,Bulk actions
6b5f5995-3c6,2025-06-01T14:58:59Z,3c75cdf6-a4cd-4661-a6e8-7899264e40d9,pro,US,10,Great value,Mobile app improvements
7f6a89a6-aa0,2024-12-01T02:34:42Z,ae1cc4e5-6a91-4f83-b323-8c35deff8f62,starter,CA,8,Works well enough,API docs
0d9dc4bc-9cf,2025-03-01T19:41:12Z,ae1cc4e5-6a91-4f83-b323-8c35deff8f62,starter,CA,10,Super easy to use,Bulk actions
2d03459d-394,2025-06-01T13:24:34Z,ae1cc4e5-6a91-4f83-b323-8c35deff8f62,starter,CA,7,Some bugs occasionally,Bulk actions
d3b57d88-7ae,2024-06-01T20:19:47Z,76afafef-a2a7-4bb1-8da5-b1e79d17967d,pro,NG,9,Super easy to use,Better reporting
88eab6af-022,2024-09-01T00:58:50Z,76afafef-a2a7-4bb1-8da5-b1e79d17967d,pro,NG,9,"Clean UI, nothing bloated",Bulk actions
e52c71d4-974,2024-12-01T12:01:46Z,76afafef-a2a7-4bb1-8da5-b1e79d17967d,pro,NG,9,"Clean UI, nothing bloated",API docs
2dfac83d-6a7,2025-03-01T07:41:22Z,76afafef-a2a7-4bb1-8da5-b1e79d17967d,pro,NG,10,"Clean UI, nothing bloated",Better reporting
